ndc_clean,shape,colors,imprint,size_mm
50111033401,OVAL,WHITE,PLIVA;334,16
00555188302,OVAL,YELLOW,PA83,12
00555086902,OVAL,PURPLE,869;2;barr,11
50111085101,OVAL,YELLOW,PA46,9
50111085201,OVAL,WHITE,PA2120,20
00555096702,OVAL,WHITE,b;967,10
50111090101,OVAL,ORANGE,PA1000,15
00093722398,OVAL,WHITE,93;7223,11
00093725856,OVAL,BLUE,93;7258,18
51285059502,OVAL,ORANGE,OP;701,8
00093726701,OVAL,WHITE,93;7267,19
00093749306,OVAL,WHITE,9;3;7493,22
00093728689,OVAL,YELLOW,9;3;7286,18
00093728789,OVAL,ORANGE,9;3;7287,20
00093736556,OVAL,GREEN,9;3;7365,11
00093723401,OVAL,YELLOW,93;7234,10
00093736656,OVAL,GREEN,93;7366,14
00093728589,OVAL,BLUE,9;3;7285,14
00093725956,OVAL,BLUE,93;7259,23
00093748520,OVAL,WHITE,93;7485,9
51285042410,OVAL,WHITE,5;AYGESTIN;b;424,11
00093736756,OVAL,YELLOW,93;7367,12
00093736856,OVAL,YELLOW,93;7368,15
00555088602,OVAL,PURPLE,886;1;b,9
00555086102,OVAL,WHITE,b;861;150,14
00555089902,OVAL,WHITE,899;1;2;b,9
50111051801,OVAL,WHITE,PLIVA;518,19
00555073302,OVAL,WHITE,barr;733;100;100;100,21
00555098037,OVAL,ORANGE,b;980,25
50111078766,OVAL,WHITE,PLIVA;787,15
00093745701,OVAL,PINK,93;7457,17
00093811956,OVAL,WHITE,8119;93,18
00093816501,OVAL,WHITE,93;8165,19
00093745501,OVAL,PINK,93;7455,14
57844069298,OVAL,WHITE,93;7331,19
00093812101,OVAL,WHITE,N;593;2,10
00093816401,OVAL,YELLOW,93;8164,19
00093744101,OVAL,PINK,93;7441,19
00093745601,OVAL,WHITE,93;7456,17
00093820401,OVAL,GREEN,N;204;400,16
00093535401,OVAL,YELLOW,TV;A19,15
63459022530,OVAL,WHITE,225;C,16
51285036701,OVAL,BLUE,b;928;7;1;2,13
57844015101,OVAL,WHITE,ORAP;1,7
57844018701,OVAL,WHITE,LEMMON;ORAP;2,10
51285036601,OVAL,GREEN,b;927;5,11
50111099001,OVAL,GREEN,PA140,13
57844000901,OVAL,"BLUE, WHITE",ADIPEX;P;9;9,10
51285036901,OVAL,PURPLE,b;945;15,16
00093819201,OVAL,GREEN,N192;300,14
50844023515,OVAL,BLUE,44;235,18
50844032907,OVAL,PINK,44;329,11
50844037502,OVAL,GREEN,44;375,10
00093747243,OVAL,WHITE,93;7472,12
00555017178,OVAL,WHITE,b;171,13
00093747143,OVAL,WHITE,93;7471,9
00555092302,OVAL,WHITE,b;923;400,15
00093803401,OVAL,WHITE,1;5;034;N,10
00093770198,OVAL,WHITE,9;3;7701,8
50111091801,OVAL,WHITE,PA;918,17
50844052902,OVAL,WHITE,44;470,17
50844052902,OVAL,BLUE,44;473,17
50844054808,OVAL,TURQUOISE,44;548,16
50844017510,OVAL,WHITE,44;175,18
00182441701,OVAL,WHITE,,19
00182414126,OVAL,PINK,,21
51285040702,OVAL,PINK,E;2,8
51285040902,OVAL,TURQUOISE,E;5,10
51285041002,OVAL,YELLOW,E;4,10
00093947753,OVAL,WHITE,GLYBUR,10
00093744001,OVAL,BROWN,93;7440,15
00093894701,OVAL,WHITE,N;947;800,19
00093894301,OVAL,BLUE,N;943;400,15
00093731601,OVAL,WHITE,9;3;7316,11
00093743901,OVAL,ORANGE,93;7439,12
00093304401,OVAL,TURQUOISE,M;312,16
00093739498,OVAL,WHITE,b;214;1000,19
00093739398,OVAL,WHITE,b;213;750,19
00093823856,OVAL,PINK,TEVA;7238,12
00093739298,OVAL,WHITE,b;212;500,18
00093751456,OVAL,WHITE,TEVA;7466,14
60505265901,OVAL,WHITE,APO;T300;100;100;100,21
00093738756,OVAL,PINK,TEVA;7387,17
60505022301,OVAL,WHITE,APO;AF;120,11
60505024801,OVAL,PINK,APO;MI;30,12
60505024901,OVAL,WHITE,APO;MI;45,13
60505375909,OVAL,YELLOW,APO;32;12;5,11
60505257809,OVAL,WHITE,APO;A;10,9
60505024701,OVAL,YELLOW,APO;MI;15,9
60505375809,OVAL,ORANGE,APO;16;12;5,10
00093823256,OVAL,PINK,TEVA;7239,14
00093765656,OVAL,GREEN,Z10,12
00093765756,OVAL,ORANGE,Z11,12
00093765856,OVAL,YELLOW,Z12,12
00093304301,OVAL,BLUE,MYLAN;244,11
00093805514,OVAL,YELLOW,93;7158,22
50844029319,OVAL,TURQUOISE,A99,13
50844046602,OVAL,GREEN,44;466,17
50844039019,OVAL,WHITE,44;390,17
50844061119,OVAL,BLUE,1007,16
11822069101,OVAL,WHITE,44;344,15
50844042808,OVAL,RED,44;428,18
21130038627,OVAL,BLUE,44;386,10
60505257909,OVAL,WHITE,APO;ATV;20,11
50111078855,OVAL,BLUE,PLIVA;788,19
60505530601,OVAL,WHITE,5306,15
00093729056,OVAL,WHITE,7290;93,12
00093304501,OVAL,BLUE,M;411,19
60505265501,OVAL,WHITE,APO;T150;50;50;50,17
00093540189,OVAL,YELLOW,TV;5401,26
64679095401,OVAL,WHITE,W954,15
00591280560,OVAL,YELLOW,777,19
16571041305,OVAL,WHITE,P;750,23
00591252001,OVAL,WHITE,WPI;39;68,18
00378174389,OVAL,ORANGE,M;1743,19
67767014205,OVAL,WHITE,142,17
23155022801,OVAL,WHITE,HP;228,22
64125013710,OVAL,WHITE,EP;137,10
16252060144,OVAL,WHITE,AN70,13
62856058252,OVAL,PINK,E;262,15
64679096801,OVAL,YELLOW,W;968,15
23155011801,OVAL,ORANGE,H118,10
00832101500,OVAL,YELLOW,C;122,16
43547025650,OVAL,WHITE,256,12
00378477501,OVAL,WHITE,M;775,16
00378474501,OVAL,WHITE,M;745,17
63304058930,OVAL,WHITE,AAT;054,14
43598021901,OVAL,PINK,AMOXIL;875,21
49884072501,OVAL,WHITE,Par;725;7;5,9
62856058352,OVAL,PINK,E;263,18
43547025550,OVAL,WHITE,255,9
00378009401,OVAL,PURPLE,MYLAN;9;4,13
68180030260,OVAL,WHITE,LUPIN;302,15
29300013905,OVAL,PINK,UL;250,15
29300014005,OVAL,PINK,UL;500,19
55111012405,OVAL,WHITE,RDY;124,19
62756079813,OVAL,PINK,798,19
00378395205,OVAL,WHITE,40,14
00378013501,OVAL,WHITE,M;135,18
00378395105,OVAL,WHITE,20,11
75987001003,OVAL,BLUE,HZT,20
00378303001,OVAL,WHITE,M;D;3;3,19
25010021515,OVAL,WHITE,VRX;205;EDECRIN,10
24338012213,OVAL,WHITE,A;EC,15
24338012613,OVAL,WHITE,A;ED,20
24338010213,OVAL,PINK,EB,15
00430011420,OVAL,WHITE,D;D,19
64764011901,OVAL,PURPLE,AR;374,8
52544069219,OVAL,WHITE,240;692,17
59762015601,OVAL,WHITE,PD;156;20,12
60505258100,OVAL,WHITE,APO;AZ250,13
00591246501,OVAL,WHITE,WPI;22;26,9
00591246401,OVAL,WHITE,WPI;22;25,11
16252051501,OVAL,WHITE,CR;500,18
55111012105,OVAL,WHITE,RDY;121,10
59762045001,OVAL,YELLOW,G;450,19
29300013701,OVAL,WHITE,U;137,10
68682052801,OVAL,WHITE,F;145,16
42192035360,OVAL,BROWN,353,16
42192035360,OVAL,YELLOW,,22
00078048915,OVAL,YELLOW,NVR;UIC,14
00078048815,OVAL,YELLOW,NVR;ECE,14
00078049015,OVAL,BROWN,NVR;CSF,19
00078042315,OVAL,YELLOW,NVR;DO,9
00078056015,OVAL,YELLOW,NVR;VEL,15
00078056315,OVAL,BROWN,NVR;VFL,19
00078049115,OVAL,YELLOW,NVR;LUF,19
62559015801,OVAL,WHITE,1222,9
62559015901,OVAL,YELLOW,12;25,12
62559016001,OVAL,BROWN,12;21,15
55111012506,OVAL,WHITE,R;125,10
00002416502,OVAL,WHITE,LILLY;4165,12
60505324703,OVAL,WHITE,APO;FAM500,16
51672405301,OVAL,GRAY,T600,20
63304090090,OVAL,WHITE,RX;900,13
45802031575,OVAL,WHITE,F;48,11
00054019813,OVAL,WHITE,54;225,18
61748002501,OVAL,ORANGE,VP;25,18
53451010101,OVAL,WHITE,GS;LFG,19
13913000419,OVAL,WHITE,SLV;300,16
23155023405,OVAL,ORANGE,I;23,15
23155005601,OVAL,WHITE,I;35,8
23155005810,OVAL,BLUE,I;37,8
23155011601,OVAL,WHITE,U785,17
16729000101,OVAL,PINK,AHI;1,10
13668010401,OVAL,WHITE,3;0;1104,9
00054025522,OVAL,YELLOW,54;948,17
43547027950,OVAL,WHITE,HH;331,16
43547027850,OVAL,WHITE,HH;330,13
68382023016,OVAL,WHITE,"a,FO",18
43199002001,OVAL,WHITE,CL;20,19
64720013910,OVAL,ORANGE,cor;139,19
31722053305,OVAL,WHITE,114;H,15
31722053401,OVAL,WHITE,115;H,19
53746017805,OVAL,WHITE,IP;178,19
62756014202,OVAL,WHITE,142,16
23155010410,OVAL,WHITE,H;104,19
68180033707,OVAL,WHITE,"Q,22;LU",22
65162055310,OVAL,PINK,AN;553,19
45963056908,OVAL,YELLOW,20,8
47335053981,OVAL,PINK,S;500,17
47335061381,OVAL,PINK,S;1000,19
68180022101,OVAL,ORANGE,LU;D;11,17
68180022201,OVAL,ORANGE,LU;D;12,19
62756035660,OVAL,WHITE,241,13
55111016830,OVAL,WHITE,R;20;0168,15
55111016330,OVAL,WHITE,R;2;5;0163,9
31722033901,OVAL,WHITE,I;11,16
00228253010,OVAL,RED,R;530,19
65649070141,OVAL,WHITE,SLX;102,19
67253020150,OVAL,WHITE,S21,16
60505003307,OVAL,WHITE,APO;033,16
00591367005,OVAL,WHITE,3670,17
51991029401,OVAL,BROWN,B;294,19
47781010060,OVAL,WHITE,S;G;1;00,19
62756055488,OVAL,YELLOW,554,12
62756055288,OVAL,YELLOW,552,9
59762141503,OVAL,WHITE,11;A,7
00245027111,OVAL,WHITE,U;S;2;5,9
59762600201,OVAL,WHITE,DAYPRO;13;81,19
63304045930,OVAL,YELLOW,8;NO,13
65862060330,OVAL,RED,E;18,17
55111026281,OVAL,YELLOW,R;262,7
55111026381,OVAL,YELLOW,R;263,7
55111026481,OVAL,YELLOW,R;264,8
13668007930,OVAL,PINK,1079;4;MG,9
00591367105,OVAL,PINK,3671,19
16729001901,OVAL,PURPLE,AHI;500,18
00093747306,OVAL,ORANGE,190;77,11
00093747489,OVAL,ORANGE,191;77,16
65162076910,OVAL,WHITE,769;10;AN,11
65162076210,OVAL,PURPLE,762;2;AN,11
65162076810,OVAL,YELLOW,768;7;1;2;AN,11
00591231719,OVAL,BROWN,VH3,15
13811052501,OVAL,RED,T9,14
51660014190,OVAL,YELLOW,RX124,12
68180010409,OVAL,RED,LU;P;12,16
00054034807,OVAL,WHITE,54;455,17
00074612390,OVAL,WHITE,a;FO,18
00004110150,OVAL,PINK,XELODA;500,16
49884041301,OVAL,WHITE,A;257,19
63044062201,OVAL,BLACK,Z622,13
00591361130,OVAL,PINK,WATSON;3611,14
00310028060,OVAL,PINK,XR;50,16
00049490030,OVAL,BLUE,ZOLOFT;50;MG,10
00310028360,OVAL,YELLOW,XR;300,19
24658030090,OVAL,WHITE,B300;5,6
62541030230,OVAL,YELLOW,100,9
00074331290,OVAL,BLUE,a;500;20,18
00591236901,OVAL,WHITE,2369,18
42847010630,OVAL,GREEN,6;SP,10
31722021205,OVAL,GREEN,212;I;G,8
00456112030,OVAL,ORANGE,20,11
13811051510,OVAL,YELLOW,TL515,12
17772012301,OVAL,RED,600,19
65597011630,OVAL,YELLOW,C;54,15
00781538631,OVAL,ORANGE,I112,15
00781538531,OVAL,GRAY,I;113,15
68462029305,OVAL,BROWN,293,13
63402030630,OVAL,WHITE,L;60,13
63402030830,OVAL,GREEN,L;80,12
43547025450,OVAL,WHITE,254,6
63304024001,OVAL,ORANGE,R50,13
46672005350,OVAL,WHITE,MIA;110,14
13668010501,OVAL,WHITE,60;60;1105,13
55111028050,OVAL,ORANGE,RDY;280,19
00006008061,OVAL,GREEN,80,22
50458055001,OVAL,WHITE,PAL;3,11
76439012310,OVAL,PINK,I;1,8
43547027703,OVAL,WHITE,HH;329,10
00228285111,OVAL,ORANGE,851,12
55111027950,OVAL,WHITE,RDY;279,14
60505255205,OVAL,WHITE,GAB;800;APO,19
55111053405,OVAL,GRAY,R;534,19
00536101701,OVAL,WHITE,19;G,13
00378395005,OVAL,WHITE,10,9
55111012305,OVAL,WHITE,RDY;123,16
55111012205,OVAL,WHITE,RDY;122,13
16571041250,OVAL,WHITE,P;500,18
51660014290,OVAL,PINK,RX;125,15
60505363803,OVAL,WHITE,APO;TRA650,18
59762010401,OVAL,YELLOW,104,18
16729000417,OVAL,PINK,"S,4",8
23155024901,OVAL,ORANGE,H;P;249,13
00310028460,OVAL,WHITE,XR;400,19
57664016658,OVAL,WHITE,166,12
65162076310,OVAL,GREEN,763;2;1;2;AN,11
65162076110,OVAL,PINK,761;1;AN,11
65162076611,OVAL,ORANGE,766;5;AN,11
00093206901,OVAL,WHITE,593;TV,10
68682052501,OVAL,WHITE,F;48,11
65862008105,OVAL,PINK,A;47,17
00046110381,OVAL,WHITE,PREMARIN;0.9,13
00046110281,OVAL,BROWN,PREMARIN;0.625,11
00046110481,OVAL,YELLOW,PREMARIN;1.25,14
68462033190,OVAL,WHITE,PX;1,11
68462033290,OVAL,WHITE,PX;2,11
13668033205,OVAL,WHITE,13;32;50;50;50,17
49884057411,OVAL,WHITE,p;574,16
67386031501,OVAL,WHITE,2;0,11
67386031401,OVAL,WHITE,1;0,9
67253038210,OVAL,ORANGE,ML;P;18;4;mg,13
13913000811,OVAL,YELLOW,X592,15
60505265701,OVAL,YELLOW,75;50;APO,13
60505265605,OVAL,TURQUOISE,37.5;25;APO,10
49884057711,OVAL,WHITE,p;577,19
60505296607,OVAL,PINK,APO;MYC;360,16
65649030302,OVAL,PINK,rfx,19
44523041501,OVAL,YELLOW,M15,21
00781562760,OVAL,WHITE,SZ;442,18
00781562660,OVAL,WHITE,SZ;441,14
68180022301,OVAL,ORANGE,LU;D;13,20
47335061481,OVAL,PINK,S;750,19
45802065087,OVAL,WHITE,L612,8
49884001908,OVAL,YELLOW,P019,25
49884057611,OVAL,WHITE,P;576,19
68462030450,OVAL,WHITE,G;304,11
62756037088,OVAL,YELLOW,S;370,14
53746019401,OVAL,BLUE,IP;194,18
43598016630,OVAL,WHITE,R;10;0166,10
31722033801,OVAL,WHITE,I;1,14
51991032006,OVAL,ORANGE,RI;5,13
57237004230,OVAL,BLUE,F;82,18
61958100301,OVAL,ORANGE,GSI;500,17
00603634602,OVAL,RED,L;236,17
00603295921,OVAL,PINK,25;43;V,8
68382076114,OVAL,YELLOW,a;KT,16
68462029201,OVAL,BROWN,292,11
67253038110,OVAL,YELLOW,ML;P17,10
00054000725,OVAL,YELLOW,547,10
65862001501,OVAL,PINK,A;6;7,21
16729007901,OVAL,BROWN,L200,13
13668026801,OVAL,PINK,268,15
64980019401,OVAL,PINK,LOTENSIN;HCT;452;452,12
43598022114,OVAL,WHITE,AUGMENTIN;875,22
23155011901,OVAL,RED,H119,10
64980019601,OVAL,RED,LOTENSIN;HCT;454;454,12
59762673301,OVAL,BLUE,Pfizer;CDT;108,17
59762672201,OVAL,WHITE,Pfizer;CDT;054,13
43598031930,OVAL,WHITE,R;411,13
00904555159,OVAL,PINK,44;329,11
43598031630,OVAL,WHITE,R;412,16
16252059944,OVAL,WHITE,AN35,11
00430047203,OVAL,ORANGE,RSN;35;MG,12
00781149668,OVAL,WHITE,GGD6,15
62756051913,OVAL,BLUE,519,15
57664013388,OVAL,YELLOW,133,10
57237004560,OVAL,YELLOW,D;63,19
68382018010,OVAL,WHITE,ZE;36,8
55111012601,OVAL,WHITE,R;126,14
29300013801,OVAL,ORANGE,UL;125,12
00781185220,OVAL,WHITE,GG;N7,22
66993016502,OVAL,PURPLE,AR374,8
57664013688,OVAL,GREEN,136,17
24338012413,OVAL,WHITE,A;EH,16
33342002607,OVAL,WHITE,ML;72,18
47781010307,OVAL,YELLOW,ID;150,14
50532011510,OVAL,WHITE,AP;115,15
68382009605,OVAL,WHITE,Z;C38,13
00228285511,OVAL,YELLOW,855,12
68012000213,OVAL,BLUE,GMZ;500,18
16729000301,OVAL,BLUE,AHI;4,10
16714069210,OVAL,PINK,C;10,12
76439012410,OVAL,YELLOW,I;2,10
68180036109,OVAL,WHITE,LU;B;22,19
00115552210,OVAL,WHITE,G;352,15
63044063119,OVAL,RED,ZIKS;631,26
76439012510,OVAL,WHITE,I;4,10
33342005710,OVAL,ORANGE,ML;34,14
67877029505,OVAL,WHITE,122,18
67877029605,OVAL,WHITE,123,19
31722053612,OVAL,BLUE,87;H,14
31722053705,OVAL,YELLOW,88;H,19
64376013101,OVAL,YELLOW,500;0140,17
13668011890,OVAL,YELLOW,1118,16
43547022650,OVAL,WHITE,S;226,18
59762444002,OVAL,WHITE,MEDROL;4,8
00591521505,OVAL,WHITE,3970;WPI,16
13107000130,OVAL,WHITE,11;A,7
68462020701,OVAL,YELLOW,G;207,11
47781026830,OVAL,RED,BAYER;M400,17
53746019301,OVAL,BLUE,IP;193,12
00085432402,OVAL,YELLOW,100,18
60505311403,OVAL,BLUE,APO;OLA;15,12
60505314003,OVAL,PINK,APO;OLA;20,13
13668028060,OVAL,WHITE,1280;15;500,14
13668009690,OVAL,WHITE,96,9
62175061743,OVAL,WHITE,17,12
68462033390,OVAL,WHITE,PX;3,11
33342003210,OVAL,WHITE,CL;3,8
62037071001,OVAL,WHITE,Andrx;710,15
44946104501,OVAL,YELLOW,SCI7,19
00046110081,OVAL,GREEN,PREMARIN;0;3,11
59676056630,OVAL,RED,800;T,20
17478076710,OVAL,WHITE,AK2,15
55111060601,OVAL,YELLOW,R;L,19
31722027090,OVAL,BROWN,270;IG,14
61958100401,OVAL,YELLOW,GSI1000,22
23155024546,OVAL,PINK,HP;245,12
27241000606,OVAL,BROWN,RI;6,13
00378292193,OVAL,WHITE,M;TN40,12
55111029309,OVAL,WHITE,RDY;293,19
00054054518,OVAL,"WHITE, PINK",H4,14
16571021522,OVAL,PINK,T;P;500,16
57664032786,OVAL,WHITE,327,15
00093586101,OVAL,BLUE,93;O1,11
00093586201,OVAL,PINK,93;O2,11
00555077602,OVAL,ORANGE,b;776;12;1;2,9
00093537956,OVAL,WHITE,799;b,14
00555097302,OVAL,ORANGE,b;973;2;0,10
00555076302,OVAL,BLUE,7;5;d;p,10
00555076602,OVAL,ORANGE,15;d;p,10
00603634702,OVAL,ORANGE,L;237,17
00603634802,OVAL,PINK,L;238,22
00093537856,OVAL,WHITE,798;b,10
00555097202,OVAL,BLUE,b;972;1;0,10
00555097402,OVAL,ORANGE,b;974;3;0,12
00555097102,OVAL,BLUE,b;971;5,8
00093012901,OVAL,WHITE,93;129,7
00093013001,OVAL,ORANGE,93;130,9
55253080130,OVAL,WHITE,PROVIGIL;100;MG,13
55253080230,OVAL,WHITE,PROVIGIL;200;MG,16
63459020130,OVAL,WHITE,PROVIGIL;200;MG,16
00603633020,OVAL,PINK,E;114,17
00603634902,OVAL,YELLOW,L;239,22
65862057290,OVAL,ORANGE,I;67,18
65862057390,OVAL,GRAY,I;76,21
00591216919,OVAL,ORANGE,VS160,14
00591217019,OVAL,GRAY,VS320,17
45963055830,OVAL,BLUE,V;5,18
00093767786,OVAL,WHITE,TV;7677,18
00093767806,OVAL,WHITE,TV;7678,22
00093761356,OVAL,GREEN,TV;7613,8
00093756956,OVAL,BLUE,TV;7569,8
00093758056,OVAL,PINK,TV;7580,8
00093743156,OVAL,YELLOW,T;V;74;31,11
00093743398,OVAL,ORANGE,7433;TEVA,17
00093743498,OVAL,BROWN,7434;TEVA,19
00093550944,OVAL,WHITE,T21,13
00093596001,OVAL,WHITE,TEVA;5960,11
00093596101,OVAL,WHITE,TEVA;5961,11
00093596301,OVAL,WHITE,TEVA;5963,11
00093596401,OVAL,WHITE,TEVA;5964,11
00093171401,OVAL,GREEN,TV;2;1;2;1714,11
00093171601,OVAL,BLUE,TV;4;1716,11
00093172101,OVAL,ORANGE,TV;5;1721,11
00093171901,OVAL,YELLOW,TV;7;1;2;1719,11
00093172001,OVAL,WHITE,TV;10;1720,11
00093171301,OVAL,PURPLE,TV;2;1713,11
00093171501,OVAL,BROWN,TV;3;1715,11
00093824434,OVAL,WHITE,LZD;600,19
00093574065,OVAL,YELLOW,25;mg,13
16714063201,OVAL,WHITE,F;19,10
16714063301,OVAL,WHITE,F;21,13
31722077801,OVAL,BLUE,J;50,19
43598022028,OVAL,WHITE,AUGMENTIN;XR,23
16714029702,OVAL,WHITE,X;3;2,22
00430097903,OVAL,YELLOW,EC;35,13
16714027103,OVAL,WHITE,S;521,9
16714040002,OVAL,WHITE,A;33,16
68382076214,OVAL,YELLOW,A;KL,19
00591377011,OVAL,WHITE,IN150,15
43547033003,OVAL,PINK,325;HH,13
16714037102,OVAL,WHITE,L121,6
50458014130,OVAL,WHITE,CFZ;300,17
50458014090,OVAL,YELLOW,CFZ;100,12
16714035601,OVAL,PINK,E;12,20
16714035501,OVAL,YELLOW,E;11,18
43547035110,OVAL,WHITE,H144,8
00603421032,OVAL,WHITE,42;10;V,8
65862020390,OVAL,GREEN,E;47,13
65862020290,OVAL,GREEN,E;4;6,10
68682006510,OVAL,GREEN,VRX;650,14
00955103710,OVAL,YELLOW,W;1037,19
53746017901,OVAL,WHITE,IP;179,19
53746022001,OVAL,WHITE,IP220;10;00,20
16714022504,OVAL,YELLOW,E;49,17
66993047502,OVAL,ORANGE,SCI;503,15
00597004137,OVAL,WHITE,52H,16
23155006505,OVAL,WHITE,HP;65,16
55111046901,OVAL,WHITE,M;4,19
65862028701,OVAL,WHITE,D;5;8,8
13107015730,OVAL,PINK,A59,13
60505008402,OVAL,WHITE,APO;084,13
00378356999,OVAL,WHITE,M;A12,13
00603221721,OVAL,BLUE,2106;V,17
00378008801,OVAL,PURPLE,MYLAN;88,10
68382018314,OVAL,WHITE,10;10;10;ZE;39,17
64679096601,OVAL,PINK,W;966,14
68382018201,OVAL,WHITE,5;5;5;ZE;38,12
23155011701,OVAL,PINK,U786,17
64376013605,OVAL,BLUE,250;0136,13
43199001401,OVAL,WHITE,CL;14,15
00087607111,OVAL,WHITE,BMS;6071;10;00,19
33342005807,OVAL,ORANGE,ML;33,17
31722053812,OVAL,ORANGE,90;H,19
65862008205,OVAL,YELLOW,A;48,17
13668011630,OVAL,YELLOW,116,11
00603420921,OVAL,WHITE,4209;V,8
63824005736,OVAL,"ORANGE, WHITE",Mucinex;600,16
33342003310,OVAL,WHITE,CL;4,11
62756036888,OVAL,PINK,S;368,17
00781523592,OVAL,BROWN,HLP;80,18
00046110181,OVAL,BLUE,PREMARIN;0;45,11
13668042990,OVAL,WHITE,97,12
57664039108,OVAL,WHITE,391,19
65862017699,OVAL,WHITE,E;8;5,17
60505009701,OVAL,WHITE,APO;097,9
60505010101,OVAL,WHITE,APO;101,14
00591078201,OVAL,WHITE,WATSON;782,19
60505008304,OVAL,WHITE,APO;083,12
00025102131,OVAL,BROWN,ALDACTAZIDE;50;SEA;RLE;10;21,16
60505351706,OVAL,WHITE,APO;LXR;750,19
65162064310,OVAL,WHITE,AN;643,13
68382027201,OVAL,GRAY,272,18
60505009600,OVAL,WHITE,APO;096,14
68180036009,OVAL,YELLOW,LU;B;21,13
57237000511,OVAL,PINK,C;10,12
00093574165,OVAL,YELLOW,50;mg,21
00093574265,OVAL,BROWN,100;mg,26
00093830501,OVAL,WHITE,N;305;800,19
00093171801,OVAL,TURQUOISE,TV;6;1718,11
00093565556,OVAL,YELLOW,TV;5655,19
13668007090,OVAL,YELLOW,1070,20
00603634216,OVAL,YELLOW,L130;160,17
57237004330,OVAL,BLUE,F;8;3,23
68462047401,OVAL,WHITE,U;11,18
49884041201,OVAL,WHITE,P;412,15
76439013611,OVAL,WHITE,101;OUYI,11
31722053201,OVAL,WHITE,60;H,14
00603634502,OVAL,ORANGE,L;235,14
66582041454,OVAL,WHITE,414,8
50474092090,OVAL,WHITE,Y;Y,8
00591231819,OVAL,PINK,VH4,18
39328010610,OVAL,BROWN,P;5,19
55111019060,OVAL,WHITE,R;6,19
00003089421,OVAL,PINK,894;5,10
00378172193,OVAL,ORANGE,MX;1,16
00378172393,OVAL,ORANGE,MX;43,21
00378830501,OVAL,BROWN,STO;200,17
00904645760,OVAL,ORANGE,P51,13
16714029601,OVAL,WHITE,X;33,20
16714039401,OVAL,ORANGE,C;61,11
16729007801,OVAL,ORANGE,L;100,10
29300013505,OVAL,WHITE,U;135,8
29300013605,OVAL,WHITE,U;136,8
43547025750,OVAL,WHITE,257,15
45963014230,OVAL,WHITE,142,17
51862055806,OVAL,WHITE,D;D,19
60505009500,OVAL,WHITE,APO;095,11
67253038310,OVAL,GREEN,ML;P19;8;mg,13
42543070890,OVAL,WHITE,S;G;1;30,12
65862060790,OVAL,WHITE,Y;44,11
68382007316,OVAL,WHITE,ZC43,19
10888713502,OVAL,ORANGE,P;1,13
67877016930,OVAL,WHITE,4;NO,10
31722071390,OVAL,YELLOW,H;126,12
68382026606,OVAL,GRAY,A;ZA,8
00185014505,OVAL,WHITE,E;145,16
00310612560,OVAL,YELLOW,2;5;1000;4222,23
16714035701,OVAL,WHITE,E;13,23
60505328006,OVAL,WHITE,APO;LXR;500,17
00185010201,OVAL,ORANGE,E;102,10
65862020190,OVAL,GREEN,E;45,8
68382027114,OVAL,ORANGE,271,17
60505010201,OVAL,WHITE,APO;102;500,19
65862037401,OVAL,WHITE,F;5;4,8
16714069301,OVAL,PINK,C;07,15
68012049590,OVAL,WHITE,FHI,18
00185004209,OVAL,WHITE,E;42,12
13913000519,OVAL,BROWN,SLV;600,19
16714010105,OVAL,WHITE,N;111,19
31722040505,OVAL,WHITE,1;2,18
65862052405,OVAL,WHITE,D;25,19
31722040601,OVAL,WHITE,1;3,19
65162071110,OVAL,WHITE,AN;711,11
10370053401,OVAL,WHITE,A;534;2;mg,12
65162071310,OVAL,WHITE,AN;713,11
00603411021,OVAL,WHITE,37;97;V,9
00006008154,OVAL,BLUE,81,22
00093171201,OVAL,PINK,TV;1;1712,11
16714069101,OVAL,PINK,C;05,11
49909000530,OVAL,WHITE,FL;60,14
00378172493,OVAL,ORANGE,MX;44,21
66993041730,OVAL,WHITE,4810,12
00054023025,OVAL,WHITE,54;735,18
00054022321,OVAL,WHITE,54;531,18
00054022925,OVAL,WHITE,54;377,9
65862062090,OVAL,BROWN,D;17,15
65862061790,OVAL,BROWN,5;2;H,6
68682010150,OVAL,WHITE,BVF;0117,16
00185004109,OVAL,WHITE,E;41,11
59762004901,OVAL,WHITE,MEDROL;8,10
43547033109,OVAL,PINK,327;HH,16
51991035478,OVAL,PINK,NAT;123,9
00430014514,OVAL,WHITE,WC;145,6
66582031154,OVAL,WHITE,311,8
57844011701,OVAL,BLUE,7;5;d;p,10
16110050201,OVAL,GREEN,A;A;A,16
59762672101,OVAL,WHITE,Pfizer;CDT;052,11
59762015701,OVAL,WHITE,PD;157;40,16
68462050201,OVAL,YELLOW,N;50;mg,13
16714040102,OVAL,WHITE,A;34,20
68682070730,OVAL,WHITE,B;300,18
66993012130,OVAL,WHITE,FP650,17
16714069801,OVAL,BLUE,F;82,19
16714069701,OVAL,BLUE,F;8;3,24
00781560731,OVAL,YELLOW,NVR;D;O,9
00378581577,OVAL,PURPLE,M;V;15,21
65862055190,OVAL,YELLOW,I;65,22
65862054990,OVAL,BROWN,I;63,18
65862054890,OVAL,RED,I;62,18
57664011688,OVAL,YELLOW,116,12
13811068630,OVAL,YELLOW,L;299,22
13811068730,OVAL,YELLOW,L;300,17
68180076506,OVAL,YELLOW,LU;Q;14,16
65862065401,OVAL,BROWN,Y;16,18
