ndc_clean,shape,colors,imprint,size_mm
60505265007,CAPSULE,BLUE,APO;T6,18
60505001406,CAPSULE,"ORANGE, WHITE",APO;014,14
60505001506,CAPSULE,"ORANGE, WHITE",APO;015,18
60505001606,CAPSULE,"BROWN, WHITE",APO;016,22
00093113556,CAPSULE,"GREEN, WHITE",TEVA;1135,14
00093113656,CAPSULE,"GREEN, YELLOW",TEVA;1136,19
00093113856,CAPSULE,YELLOW,TEVA;1138,19
00093805514,CAPSULE,"GRAY, PINK",93;7351;93;7351,19
00093805514,CAPSULE,BROWN,TEVA;3109,22
00093204956,CAPSULE,BLUE,TEVA;2049;TEVA;2049,16
00093754206,CAPSULE,GREEN,TEVA;7542,16
00093754356,CAPSULE,"BLUE, WHITE",TEVA;7543,18
00093754456,CAPSULE,"BLUE, GREEN",TEVA;7544,22
00093205056,CAPSULE,GREEN,TEVA;2050;TEVA;2050,14
00363057231,CAPSULE,"RED, WHITE",L;2,21
50844051902,CAPSULE,"RED, BLUE",L;5,20
60505004206,CAPSULE,"WHITE, BLUE",APO;042,18
65862058401,CAPSULE,PINK,I;98,21
65862058301,CAPSULE,YELLOW,I;97,22
55111058601,CAPSULE,"PURPLE, WHITE",RDY;586,19
49884050101,CAPSULE,"GRAY, RED",ENTOCORTEC;3;mg,20
76439010150,CAPSULE,WHITE,801,18
65649010302,CAPSULE,BLUE,G;M,23
00187079942,CAPSULE,"BLUE, WHITE",cardizem;CD;360;mg,23
68682040910,CAPSULE,GREEN,OPI;409,14
00781217660,CAPSULE,BLUE,Sandoz;663;Sandoz;663,21
00025152031,CAPSULE,"WHITE, BLUE",7767;100,18
00025152531,CAPSULE,"WHITE, YELLOW",7767;200,18
00832201200,CAPSULE,RED,GG;634;GG;634,18
47335067613,CAPSULE,"BLUE, BLUE",676;676,21
49884082905,CAPSULE,GRAY,R;2588;R;2588,18
30698042112,CAPSULE,"YELLOW, BLUE",SPD417;SPD417;200;mg,21
00378612001,CAPSULE,PINK,MYLAN;6120;MYLAN;6120,19
00228289006,CAPSULE,BLUE,2890;2890,16
64764017130,CAPSULE,"BLUE, GRAY",TAP;30,16
00378537501,CAPSULE,GREEN,MYLAN;5375;MYLAN;5375,17
49884072703,CAPSULE,"BROWN, WHITE",par;727;par;727,19
64764017530,CAPSULE,BLUE,TAP;60,18
51672401205,CAPSULE,YELLOW,CLOM;50;CLOM;50,19
66993040832,CAPSULE,"GRAY, GREEN",S433;200;mg,20
66993040932,CAPSULE,"BLACK, GREEN",S433;300;mg,23
00006046405,CAPSULE,"WHITE, YELLOW",464;40;mg,14
00006046106,CAPSULE,WHITE,461;80;mg,18
66993007730,CAPSULE,"GREEN, BLUE",Lilly;3270;60;mg,19
51672401305,CAPSULE,WHITE,CLOM;75;CLOM;75,20
00525110290,CAPSULE,ORANGE,deplin;15,19
00378608993,CAPSULE,PINK,"MYLAN;6089,MYLAN;6089",23
00378802077,CAPSULE,"PINK, YELLOW","MYLAN;8020,MYLAN,8020",16
00378802193,CAPSULE,"PINK, ORANGE",MYLAN;8021;MYLAN;8021,19
00378862877,CAPSULE,"ORANGE, WHITE",MYLAN;FE;67;MYLAN;FE;67,16
00378862977,CAPSULE,"ORANGE, WHITE",MYLAN;FE;134;MYLAN;FE;134,20
51991063501,CAPSULE,"RED, RED",B;635;B;635,23
55111058701,CAPSULE,"ORANGE, WHITE",RDY;587,19
68382007716,CAPSULE,"YELLOW, RED",45;a,16
57237001830,CAPSULE,"BLUE, WHITE",X;02,16
60505314501,CAPSULE,WHITE,APO;C30,14
68462040610,CAPSULE,GREEN,G406;G,16
49884072401,CAPSULE,"GREEN, PINK",724;par,19
67877022205,CAPSULE,WHITE,216,14
67877022405,CAPSULE,ORANGE,214,21
00049399060,CAPSULE,"BLUE, WHITE",PFIZER;399;PFIZER;399,18
00185055030,CAPSULE,TURQUOISE,E550;E550,23
65162050606,CAPSULE,"WHITE, TURQUOISE",506;AMNEAL,18
63304069401,CAPSULE,WHITE,RX694;RX694,14
55111039990,CAPSULE,"PINK, BLACK",RDY;399,19
68180018506,CAPSULE,YELLOW,LU;R31,19
00071101268,CAPSULE,WHITE,Pfizer;PGN;25,14
31722054510,CAPSULE,PINK,98;H,20
16729009401,CAPSULE,"BLUE, BROWN",,19
66869014730,CAPSULE,"WHITE, GREEN",G;248;150,19
51991077205,CAPSULE,"BLACK, PINK",NATCO;30,19
00591569550,CAPSULE,"GRAY, YELLOW",MINOCYCLINE;100;DAN;5695,18
31722054401,CAPSULE,WHITE,97;H,14
47781030801,CAPSULE,YELLOW,MACRODANTIN;100;mg;52427;286,18
49884027711,CAPSULE,"WHITE, YELLOW",277;par,16
00228289103,CAPSULE,"BLUE, GRAY",2891;2891,18
00591278986,CAPSULE,"BLUE, WHITE",4;MG,16
68382000514,CAPSULE,WHITE,ZA64;25;mg,19
00591278886,CAPSULE,BLUE,2;MG,16
60505264807,CAPSULE,BLUE,APO;T2,14
55111025960,CAPSULE,"BLUE, PINK",RDY;259,18
55111025860,CAPSULE,PINK,RDY;258,16
61748001860,CAPSULE,RED,Rifampin;300;VP;018,19
55111035560,CAPSULE,"RED, ORANGE",RDY;355,18
68462013001,CAPSULE,"GREEN, WHITE",G;24;100,19
16252057101,CAPSULE,"ORANGE, WHITE",RP;2;5,14
00591356115,CAPSULE,"BLUE, YELLOW",3561;WATSON;3561;WATSON,22
68180075701,CAPSULE,PINK,LU;E13,18
68180076001,CAPSULE,"BLUE, WHITE",LU;E16,18
31722037702,CAPSULE,"BLUE, WHITE",667;mg;IG;377,26
63304047901,CAPSULE,WHITE,EVOXAC;30;mg,16
68180075801,CAPSULE,BROWN,LU;E14,18
68180075601,CAPSULE,YELLOW,LU;E12,18
59762151701,CAPSULE,"WHITE, YELLOW",7767;200,18
68180012102,CAPSULE,"WHITE, GREEN",250;LUPIN;250;LUPIN,18
00591264001,CAPSULE,BLUE,FIORICET;FIORICET,22
57237001930,CAPSULE,"BLUE, YELLOW",X;03,19
57237001760,CAPSULE,YELLOW,X;01,14
76439010250,CAPSULE,WHITE,802,22
00525804990,CAPSULE,"YELLOW, WHITE",Metanx,19
00054253125,CAPSULE,"WHITE, PINK",54;702;54;702,23
00406993203,CAPSULE,"YELLOW, ORANGE",M;100,19
00069581060,CAPSULE,ORANGE,TKN;250;Pfizer,14
16729004101,CAPSULE,YELLOW,TCR;0.5,11
00430075327,CAPSULE,RED,WC;400;mg,22
00378863077,CAPSULE,"ORANGE, WHITE",MYLAN;FE;200;MYLAN;FE;200,22
00781207601,CAPSULE,"GREEN, YELLOW",TML;0;4;TML;0;4,18
00781225801,CAPSULE,BLUE,GG855;GG855,22
66993041330,CAPSULE,"BLUE, WHITE",40,23
00469061773,CAPSULE,WHITE,f;617;1;mg;f;617;1;mg,11
59762014501,CAPSULE,RED,FELDENE;PFIZER;323,17
00378620301,CAPSULE,RED,MYLAN;6203;MYLAN;6203,23
00378820001,CAPSULE,"TURQUOISE, GRAY",MYLAN;8200;MYLAN;8200,22
52544015130,CAPSULE,WHITE,WATSON;151;4;mg,16
00591288001,CAPSULE,YELLOW,60274;120;mg,18
60505377909,CAPSULE,PINK,W;Effexor;XR;75,19
17478074202,CAPSULE,"BLUE, PINK",742;250;mg,21
00591041001,CAPSULE,"WHITE, YELLOW",WATSON;410;50;mg,14
68180075901,CAPSULE,"GREEN, WHITE",LU;E;15,18
00378609001,CAPSULE,"PINK, WHITE",MYLAN;6090;MYLAN;6090,18
42806050301,CAPSULE,"PINK, WHITE",E503;E503,21
51079092420,CAPSULE,"PINK, WHITE",MYLAN;6060;MYLAN;6060,16
00032301628,CAPSULE,"BLUE, BROWN",CREON;1236,25
00469060773,CAPSULE,YELLOW,f;607;0.5;mg;f;607;0.5;mg,11
00004080285,CAPSULE,YELLOW,ROCHE;30;mg,14
00591282501,CAPSULE,"WHITE, YELLOW",7767;200,18
68180059801,CAPSULE,"WHITE, YELLOW",7767;200,18
00591282001,CAPSULE,"WHITE, BLUE",7767;100,18
76439010350,CAPSULE,"BROWN, WHITE",AA;820,18
00591293201,CAPSULE,PINK,DAN;3120;DAN;3120,25
47335067381,CAPSULE,GREEN,673;673,23
00378534005,CAPSULE,"BLUE, PINK",MYLAN;5340;MYLAN;5340,23
00093645156,CAPSULE,TURQUOISE,6451;40;mg,16
68382007816,CAPSULE,"YELLOW, BLUE",135;a,22
55111039530,CAPSULE,"GREEN, WHITE",LU;C22,19
67877022305,CAPSULE,YELLOW,215,19
00781214801,CAPSULE,WHITE,GG638;GG638,20
00456120130,CAPSULE,WHITE,FL;145,16
47781030301,CAPSULE,"YELLOW, BLACK",Macrobid;52427;285,19
00378156010,CAPSULE,"PURPLE, WHITE",MYLAN;1560;MYLAN;1560,16
29033001301,CAPSULE,RED,NP;20,18
51991081801,CAPSULE,"ORANGE, WHITE",80;RD203,16
51991081901,CAPSULE,ORANGE,120;RD203,18
51991082001,CAPSULE,BROWN,160;RD203,19
51991081701,CAPSULE,WHITE,60;RD203,14
00004080185,CAPSULE,GRAY,ROCHE;45;mg,14
00527163210,CAPSULE,WHITE,LANNETT;1632,14
00591363630,CAPSULE,"ORANGE, WHITE",WPI;3636,22
00093529501,CAPSULE,"WHITE, GREEN",93;5295;93;5295,16
00093556201,CAPSULE,"TURQUOISE, WHITE",TEVA;5562,23
00555078702,CAPSULE,BLUE,M;Amphet;Salts;10;mg,16
00555079102,CAPSULE,"BLUE, WHITE",M;Amphet;Salts;15;mg,18
00555095402,CAPSULE,BROWN,barr;954,14
00555079002,CAPSULE,"BLUE, BROWN",M;Amphet;Salts;5;mg,16
00555078802,CAPSULE,ORANGE,M;Amphet;Salts;20;mg,18
00555079202,CAPSULE,"ORANGE, WHITE",M;Amphet;Salts;25;mg,21
00555078902,CAPSULE,"ORANGE, ORANGE",M;Amphet;Salts;30;mg,20
00555065802,CAPSULE,"RED, WHITE",barr;658,21
00093529201,CAPSULE,"WHITE, BLUE",93;5292;93;5292,22
00093529301,CAPSULE,WHITE,93;5293;93;5293,22
00093529601,CAPSULE,"WHITE, TURQUOISE",93;5296;93;5296,16
00093529701,CAPSULE,"WHITE, BROWN",93;5297;93;5297,18
00555095502,CAPSULE,"BROWN, WHITE",barr;955,14
00555095602,CAPSULE,"BROWN, WHITE",barr;956,16
00093526901,CAPSULE,"BLUE, TURQUOISE",93;5269;93;5269,14
00093529801,CAPSULE,"WHITE, BROWN",93;5298;93;5298,19
00093526801,CAPSULE,"WHITE, TURQUOISE",93;5268;93;5268,14
00093730606,CAPSULE,"WHITE, ORANGE",TEVA;7306,14
00093716501,CAPSULE,"WHITE, BLUE",TEVA;7165,18
00093716601,CAPSULE,"WHITE, YELLOW",TEVA;7166,22
00093717006,CAPSULE,GREEN,TEVA;7170,23
00093645056,CAPSULE,TURQUOISE,6450;20;mg,14
00093555101,CAPSULE,WHITE,TEVA;5551,18
00093555001,CAPSULE,BLUE,TEVA;5550,18
00093555201,CAPSULE,TURQUOISE,TEVA;5552,19
00093555401,CAPSULE,"WHITE, YELLOW",TEVA;5554,23
00093555301,CAPSULE,WHITE,TEVA;5553,19
00093304006,CAPSULE,"RED, WHITE",TEVA;01A,24
29300013005,CAPSULE,WHITE,U;130,16
68682037290,CAPSULE,WHITE,420;420,23
68682037190,CAPSULE,TURQUOISE,360;360,22
68682052101,CAPSULE,"BLUE, WHITE",cardizem;CD;360;mg,23
65862018501,CAPSULE,"BLUE, GREEN",C;39,19
00032120601,CAPSULE,"BLUE, RED",CREON;1206,14
16714043901,CAPSULE,"BLACK, WHITE",E122,22
00054016329,CAPSULE,"BLUE, ORANGE",54;848;54;848,19
55111066330,CAPSULE,"WHITE, PINK",RDY;663;1;mcg,16
65862008550,CAPSULE,"RED, WHITE",C;97,21
61442017230,CAPSULE,"BLUE, ORANGE",KRC500,22
60505003901,CAPSULE,"WHITE, GRAY",APO;039,22
59746038206,CAPSULE,"BLUE, WHITE",TL;382;TL;382,14
31722054201,CAPSULE,GREEN,H;103,16
00185067401,CAPSULE,"GREEN, TURQUOISE",E613;E613,16
00591036901,CAPSULE,WHITE,Watson;369;5;mg,18
00378230201,CAPSULE,BROWN,MYLAN;2302;MYLAN;2302,18
00115146010,CAPSULE,"YELLOW, BLUE",135;a,22
49884083009,CAPSULE,"GREEN, BLUE",R;2577;R;2577,22
49884083211,CAPSULE,"GREEN, GRAY",R;2579;R;2579,23
76439030210,CAPSULE,GREEN,VP302,14
68180059701,CAPSULE,"WHITE, BLUE",7767;100,18
00781224801,CAPSULE,BLUE,GG854;GG854,18
68462023110,CAPSULE,PURPLE,G231;G,18
60505004001,CAPSULE,"WHITE, GRAY",APO;040,24
65197000301,CAPSULE,RED,DYRENIUM;100;mg;DYRENIUM;WPC;003,18
00143980350,CAPSULE,BLUE,West;ward;3142,22
00054033425,CAPSULE,WHITE,54;190;54;190,16
23155012001,CAPSULE,GREEN,HP;120,23
00378672601,CAPSULE,"PURPLE, WHITE",MYLAN;6726;MYLAN;6726,18
60505253006,CAPSULE,WHITE,APO;ZIP;60,18
55111025760,CAPSULE,"PURPLE, TURQUOISE",RDY;257,14
00378632001,CAPSULE,"TURQUOISE, WHITE",MYLAN;6320;MYLAN;6320,18
42865030202,CAPSULE,"RED, WHITE",APTALIS;15,22
57237001405,CAPSULE,"BROWN, ORANGE",D;53,22
53489070007,CAPSULE,WHITE,AR;102;AR;102,22
49884009902,CAPSULE,"PINK, WHITE",par;209;par;209,22
68180059002,CAPSULE,RED,LUPIN;RAMIPRIL;5MG,14
62037069730,CAPSULE,"BLUE, WHITE",Andrx;697;180;mg,19
29033001912,CAPSULE,GREEN,NC;100,18
49884022201,CAPSULE,"WHITE, BLUE",par/222;par/222,21
49884083105,CAPSULE,GREEN,R;2578;R;2578,23
60505384801,CAPSULE,WHITE,APO;C100,16
65862058701,CAPSULE,BLUE,J;03,21
68382010601,CAPSULE,"BLUE, WHITE",ZA66;125;mg,22
59762014001,CAPSULE,"RED, BLUE",FELDENE;PFIZER;322,18
49884011302,CAPSULE,WHITE,par;209;par;209,21
49884021002,CAPSULE,"ORANGE, WHITE",par;210;par;210,22
00781223301,CAPSULE,WHITE,OME;20;OME;20,18
00456342833,CAPSULE,GREEN,FLI;28;mg,16
51672400102,CAPSULE,GREEN,TARO;NTP10,18
51672400302,CAPSULE,"GREEN, WHITE",TARO;NTP50,19
65862021001,CAPSULE,"WHITE, GRAY",C;77,16
55111049330,CAPSULE,"PURPLE, PURPLE",RDY;493,16
60505312103,CAPSULE,"WHITE, GREEN",APO;F130,19
00378259077,CAPSULE,"BLUE, YELLOW",MYLAN;CF;135;MYLAN;CF;135,23
00456222030,CAPSULE,"YELLOW, WHITE",FL;20,14
16714066101,CAPSULE,WHITE,D;02,16
27437011006,CAPSULE,"GREEN, WHITE",130;ANTARA;LUPIN,18
60505384905,CAPSULE,WHITE,APO;C200,18
62037070030,CAPSULE,BLUE,Andrx;700;360;mg,23
68682036790,CAPSULE,PURPLE,120;120,16
00378342201,CAPSULE,"GRAY, BROWN",MYLAN;3422;MYLAN;3422,22
00245008411,CAPSULE,"BLUE, WHITE",UPSHER;SMITH;0084;60;mg,16
00245008511,CAPSULE,WHITE,UPSHER;SMITH;0085;80;mg,16
00245008611,CAPSULE,BLUE,UPSHER;SMITH;0086;120;mg,18
00245008711,CAPSULE,BLUE,UPSHER;SMITH;0087;160;mg,19
47781072902,CAPSULE,"GRAY, PINK",SAL;729,17
47781073002,CAPSULE,BROWN,SAL;730,21
65862052790,CAPSULE,"GRAY, ORANGE",E;73,16
65862069790,CAPSULE,ORANGE,E;89,22
00378638001,CAPSULE,"TURQUOISE, GREEN",MYLAN;6380;MYLAN;6380,22
55111025660,CAPSULE,"PURPLE, PINK",RDY;256,14
68180033407,CAPSULE,"BLUE, WHITE",LU;V54,18
68462012901,CAPSULE,"YELLOW, WHITE",G;24;50,16
68462012801,CAPSULE,"BLUE, WHITE",G;24;25,14
00378689601,CAPSULE,BLUE,MYLAN;6896;MYLAN;6896,22
00378689501,CAPSULE,PURPLE,MYLAN;6895;MYLAN;6895,22
00378689701,CAPSULE,"PURPLE, ORANGE",MYLAN;6897;MYLAN;6897,22
00781214501,CAPSULE,WHITE,GG851;GG851,21
76282037702,CAPSULE,"BLUE, WHITE",667;mg;IG377,26
16714038801,CAPSULE,"RED, WHITE",C;97,21
00527138301,CAPSULE,TURQUOISE,LANNETT;1383,22
68382003606,CAPSULE,"ORANGE, WHITE",ZA;37;150;mg,22
31722022801,CAPSULE,BROWN,100;mg;IG;228,19
31722057330,CAPSULE,TURQUOISE,H;71,18
69097042107,CAPSULE,WHITE,Cipla;421;200;mg,19
53746054205,CAPSULE,BLUE,amneal;542,26
68382070201,CAPSULE,ORANGE,002;002,22
00299382230,CAPSULE,BROWN,GLD;40,18
51672400202,CAPSULE,WHITE,TARO;NTP25,19
23155001001,CAPSULE,"WHITE, PINK",HP;10;HP;10,16
16714066201,CAPSULE,YELLOW,D;03,19
00456224030,CAPSULE,YELLOW,FL;40,16
61269021090,CAPSULE,"WHITE, BLACK",G;246;50,16
61269021290,CAPSULE,WHITE,G248;150,19
00591376201,CAPSULE,WHITE,AB;6,19
69097081312,CAPSULE,WHITE,IG321;100mg,16
69097081412,CAPSULE,YELLOW,IG322;300mg,20
42543072701,CAPSULE,"BLUE, WHITE",SG;115,22
43598051030,CAPSULE,"BLUE, BLUE",RDY;493,16
51991074810,CAPSULE,"GREEN, YELLOW",B;748,19
51991074710,CAPSULE,"GREEN, WHITE",B;747,16
13811066260,CAPSULE,GREEN,156;A,14
66993081530,CAPSULE,BROWN,GLD;40,18
27437020811,CAPSULE,PINK,LU;U43,25
17772010101,CAPSULE,"GREEN, YELLOW",SPN;25,18
00574018190,CAPSULE,WHITE,PAD;0181,24
62756040203,CAPSULE,WHITE,402;402,16
59467031801,CAPSULE,"BLUE, BLUE",West;ward;118,14
65862052890,CAPSULE,ORANGE,E;74,19
64896066143,CAPSULE,"BLUE, WHITE",IPX066;95,18
68382014406,CAPSULE,"WHITE, YELLOW",ZA;43;1;25;mg,14
65862047705,CAPSULE,BLUE,D;08,14
68180058901,CAPSULE,ORANGE,LUPIN;RAMIPRIL;2;5;mg,14
00054007928,CAPSULE,ORANGE,54;795;54;795,23
60505280707,CAPSULE,"WHITE, GREEN",APO;C300,23
00143301801,CAPSULE,"BLUE, BLUE",West;ward;118,14
00781278531,CAPSULE,BROWN,OME;10;OME;10,16
51991074690,CAPSULE,YELLOW,B;746,14
31722090405,CAPSULE,"GREEN, BLUE",SG;114,18
00115443301,CAPSULE,"YELLOW, RED",G;443;G;443,19
51672400405,CAPSULE,GREEN,TARO;NTP75,20
00378803093,CAPSULE,PINK,MYLAN;8030;MYLAN;8030,21
00603334021,CAPSULE,"PINK, RED",AP;21,14
31722090301,CAPSULE,"ORANGE, BLUE",SG;113,14
16729015301,CAPSULE,ORANGE,RAM;2;5;mg,14
65862059805,CAPSULE,"GREEN, ORANGE",D;53,21
62037069890,CAPSULE,"PINK, BLUE",Andrx;698;240;mg,22
65862058605,CAPSULE,PURPLE,J;02,21
16714029801,CAPSULE,"BLUE, PINK",A44,19
16714039102,CAPSULE,"PURPLE, TURQUOISE",E99,21
65862058501,CAPSULE,BLUE,J;01,22
65862020901,CAPSULE,ORANGE,C;76,16
65862047601,CAPSULE,RED,D;07,15
13668019030,CAPSULE,BLUE,1190,16
55111012960,CAPSULE,BROWN,CD;129,16
59762151601,CAPSULE,"WHITE, BLUE",7767;100,18
49884092202,DIAMOND,YELLOW,P;02,12
49702020413,DIAMOND,GRAY,GX;EJ7,17
49702020318,DIAMOND,WHITE,GX;CJ7,14
00069421030,DIAMOND,BLUE,VGR;50;Pfizer,11
00069420030,DIAMOND,BLUE,VGR;25;Pfizer,9
00069422030,DIAMOND,BLUE,VGR;100;Pfizer,14
00093724806,DIAMOND,BLUE,9;3;7248,15
00093724706,DIAMOND,WHITE,9;3;7247,14
00093046301,DIAMOND,ORANGE,9;3;463,12
00093003901,DIAMOND,WHITE,9;3;39,8
00093812201,DIAMOND,WHITE,N;596;4,12
00574029201,DIAMOND,WHITE,P291,10
63304019130,DIAMOND,PINK,L;189,12
00093206801,DIAMOND,WHITE,596;TV,12
63304019230,DIAMOND,BROWN,L;190,12
60505325106,DIAMOND,WHITE,APO;LMV;150,14
23155024601,DOUBLE CIRCLE,ORANGE,HP;246,9
23155024801,DOUBLE CIRCLE,ORANGE,HP;248,11
66993005702,DOUBLE CIRCLE,WHITE,PLAQUENIL,13
51285006001,FREEFORM,PINK,b;b;6;0,7
51285006101,FREEFORM,WHITE,b;61,8
59762500801,HEXAGON,WHITE,G;5008,9
68180051801,HEXAGON,BLUE,LL;B;01,7
00173064460,HEXAGON,BLUE,LAMICTAL;200,12
00173063310,HEXAGON,WHITE,LAMICTAL;25,6
00173064255,HEXAGON,ORANGE,LAMICTAL;100,11
00173064360,HEXAGON,WHITE,LAMICTAL;150,12
00173094955,HEXAGON,WHITE,ZOVIRAX,12
12496128302,HEXAGON,ORANGE,N2,7
12496130602,HEXAGON,ORANGE,N8,11
00430042014,HEXAGON,WHITE,WC;422,5
31722077701,HEXAGON,PINK,J;49,12
00002512330,HEXAGON,BROWN,10;5123,11
59762153001,OCTAGON,WHITE,G;1530;5,9
65862092790,OCTAGON,WHITE,J;81,7
50458030006,OVAL,WHITE,R;1;JANSSEN,12
53489014601,OVAL,WHITE,MP;85,19
00781518401,OVAL,YELLOW,100;GG;335,10
00093936401,OVAL,BLUE,GLYBUR;364;364,10
00085171701,OVAL,WHITE,W;1715,15
00173059500,OVAL,WHITE,GX;FC3,18
00093085253,OVAL,WHITE,93;93;852,16
00069260066,OVAL,ORANGE,PROCARDIA;PFIZER;260,17
00591040601,OVAL,WHITE,WAT;SON;406,10
59762501901,OVAL,BROWN,G;022;5,10
59762496001,OVAL,GREEN,G;4960;25;MG,8
65862001230,OVAL,BLUE,A;1;7,10
59762490001,OVAL,BLUE,G;4900;50;MG,10
59762491001,OVAL,YELLOW,G;4910;100;MG,13
68180047801,OVAL,PINK,LL;C02,9
68180047901,OVAL,BROWN,LL;C03,11
68180048001,OVAL,RED,LL;C04,14
65862005430,OVAL,PINK,A;04,19
55111026830,OVAL,BROWN,RDY;268,18
68180048101,OVAL,RED,LL;C05,18
00555083102,OVAL,PINK,831;1;barr,11
00555083202,OVAL,GREEN,832;2;1;2;barr,11
00555092502,OVAL,BROWN,925;3;barr,11
00555087402,OVAL,BLUE,874;4;barr,11
00555083402,OVAL,YELLOW,834;7;1;2;barr,11
00555083502,OVAL,WHITE,835;10;barr,11
00093714618,OVAL,PINK,93;7146,14
00603240621,OVAL,WHITE,22;65;V,11
65862014201,OVAL,WHITE,E;01,6
00093005101,OVAL,WHITE,93;51,7
65862014401,OVAL,WHITE,E;03,11
00093977401,OVAL,WHITE,93;9774,13
00228275211,OVAL,YELLOW,R;752,16
00143991901,OVAL,BLUE,G;2,10
00093943301,OVAL,PINK,GLYBUR;433;433,10
00603295821,OVAL,ORANGE,25;42;V,8
00603373921,OVAL,WHITE,3169;V,8
00781518201,OVAL,BLUE,75;GG;333,9
00781519101,OVAL,TURQUOISE,137;GG;330,9
00781518801,OVAL,PURPLE,175;GG;339,9
00185540001,OVAL,PINK,E;54,8
00185010401,OVAL,YELLOW,E104,10
49884003401,OVAL,BLUE,par;034,10
00245005801,OVAL,WHITE,KC;M20,22
00378218001,OVAL,BLUE,M;312,16
00378141101,OVAL,BLUE,M;411,19
00781506120,OVAL,WHITE,GG;962;875,21
53489046901,OVAL,WHITE,MP;753,20
00378418893,OVAL,GREEN,M;S3,14
49884054501,OVAL,BROWN,par;545,14
00378112501,OVAL,YELLOW,M;125,11
00378180501,OVAL,PURPLE,M;L;6,9
00378182301,OVAL,BLUE,M;L;15,9
00378035001,OVAL,BROWN,M;350,21
00378024401,OVAL,WHITE,M;244,20
62037057701,OVAL,YELLOW,577;750,20
00603577121,OVAL,BLUE,58;77;V,16
60505530701,OVAL,WHITE,Ax;5307,19
63304076301,OVAL,PINK,RX;763,21
60505251803,OVAL,ORANGE,APO;CI;10,7
00378116591,OVAL,WHITE,M;B3;5;5;5,18
65862014301,OVAL,WHITE,E;02,8
00093013501,OVAL,WHITE,93;135,9
00904590460,OVAL,YELLOW,ASC;105,9
64980011201,OVAL,WHITE,cor;144,8
00832108100,OVAL,WHITE,832;BM1,11
00603254521,OVAL,WHITE,23;57;V,20
00172566310,OVAL,WHITE,5;5663,7
00378114001,OVAL,WHITE,M;B1,9
00378115001,OVAL,WHITE,M;B2,12
00603240721,OVAL,WHITE,22;66;V,16
00185012401,OVAL,WHITE,E;124,13
00185020401,OVAL,PINK,E;204,13
00172536160,OVAL,PINK,5361,13
00093474201,OVAL,WHITE,4742;9;3,11
00603295721,OVAL,BROWN,25;41;V,8
51991029201,OVAL,BROWN,B2;92,11
65862015630,OVAL,BLUE,F;12,11
65862015530,OVAL,PINK,5;6;C,10
00093727098,OVAL,WHITE,93;7270,19
00378180001,OVAL,ORANGE,M;L;4,9
00781518001,OVAL,ORANGE,25;GG;331,10
00378180301,OVAL,WHITE,M;L;5,9
00781518101,OVAL,WHITE,50;GG;332,10
00378180701,OVAL,GREEN,M;L;7,9
00781518301,OVAL,GREEN,88;GG;334,10
00378180901,OVAL,YELLOW,M;L;8,9
00378181101,OVAL,PURPLE,M;L;9,9
00781518501,OVAL,PINK,112;GG;336,10
00378181301,OVAL,BROWN,M;L;10,9
00781518601,OVAL,BROWN,125;GG;337,10
00378181501,OVAL,BLUE,M;L;11,9
00781518701,OVAL,BLUE,150;GG;338,10
00378181901,OVAL,PINK,M;L;13,9
00781518901,OVAL,PINK,200;GG;340,10
00378182101,OVAL,GREEN,M;L;14,9
68180050201,OVAL,YELLOW,15,11
00093721201,OVAL,RED,93;7212,19
00093014901,OVAL,RED,93;149,16
66993010702,OVAL,ORANGE,06,12
59762502301,OVAL,WHITE,G;21,18
00093803501,OVAL,BLUE,3;035;N,10
00093803601,OVAL,BLUE,6;036;N,10
00378700193,OVAL,BLUE,M;N;1,9
65862015730,OVAL,PINK,A59,13
50458059360,OVAL,ORANGE,R;2;PATR,12
13668004060,OVAL,YELLOW,R4;1040,15
60505022201,OVAL,WHITE,APO;AF;80,10
60505022401,OVAL,WHITE,APO;AF;160,13
49884094601,OVAL,ORANGE,083;KALI,16
51672402801,OVAL,PURPLE,2;WARFARIN;TARO,11
51672402901,OVAL,GREEN,2;1;2;WARFARIN;TARO,11
51672403001,OVAL,BROWN,3;WARFARIN;TARO,11
51672403201,OVAL,ORANGE,5;WARFARIN;TARO,11
51672403301,OVAL,TURQUOISE,6;WARFARIN;TARO,11
51672403501,OVAL,WHITE,10;WARFARIN;TARO,11
65862000601,OVAL,PINK,A;0;6,9
13668001001,OVAL,BROWN,2;0;1010,9
00228259911,OVAL,GRAY,R;599,19
00185014001,OVAL,WHITE,E:140,19
59762501701,OVAL,PINK,FLZ;150,12
00228263611,OVAL,GREEN,R;636,18
59762502401,OVAL,WHITE,G;22,19
00143992001,OVAL,YELLOW,H;5,10
60505018500,OVAL,RED,APO;L;5,8
60505020603,OVAL,WHITE,APO;20;12;5,10
00378700293,OVAL,BLUE,M;N;2,11
50458059260,OVAL,WHITE,R;1;PATR,12
00228267211,OVAL,WHITE,R;672,12
00172428060,OVAL,WHITE,73;00,18
51079086920,OVAL,BLUE,M;411,19
51079094205,OVAL,WHITE,M;A12,13
63304071320,OVAL,WHITE,RX;713,20
65162053610,OVAL,YELLOW,A1,9
65162053710,OVAL,YELLOW,A2,15
00904105661,OVAL,WHITE,cor;144,8
00093535156,OVAL,YELLOW,682,18
51079098520,OVAL,WHITE,M;B1,9
51079098620,OVAL,WHITE,M;B2,12
